UserName,Handle,TimeStamp,Comments,Likes,Retweets,Text
Debjani Bhattacharyya,@DebjaniBhatta20,2022-09-02T04:27:35.000Z,"#DurgaPuja in Kolkata lacks spiritualism & BHAKTI, turned into crude festivities & mere low grade art exhibitions.

In such misadventures, black cash like those recovered from #ParthaChatterjee's place gets utilised.

This is another scam in Bengal to whiten hoard of black money.",,6,22
Ankit Patnaik,@patnaikjonty,2022-09-02T04:22:56.000Z,"Our Club #MohunBagan celebrates Kolkata Durga Puja's inclusion in UNESCO Heritage List. 

#UNESCO #DurgaPuja #JoyMohunBagan ",,,1
Sabir Ali Hussain (এস আলি),@SabirMo93930051,2022-09-02T04:21:30.000Z,"দুর্গাপুজোকে সাংস্কৃতিক ঐতিহ্যের তালিকায় যুক্ত করার জন্য ইউনেস্কোকে ধন্যবাদ জানিয়ে শহরব্যাপী পালিত হল শারদযাত্রা।  

#BanglarGorboMamata #Didi #Celebration #Kolkata #DurgaPuja #UNESCO",,,
Suraj Mir.,@nAZbSXveVUbOGjB,2022-09-02T04:13:40.000Z,"আমি পৃথিবীর বহু দেশে ভ্রমণ করেছি, বহু উৎসব নিজের চোখে দেখেছি। কিন্তু আমি 
@UNESCO
 অতিথিদের বলবো বাংলার দুর্গাপুজো আপনারা নিজেরা থেকে দেখুন। এটি পৃথিবীর সর্বশ্রেষ্ঠ উৎসব - 
@SGanguly99
 
#DurgaPuja #KhelaHobe",,1,3
poulomi,@BetterStoriesIN,2022-09-02T04:13:10.000Z,"Replying to 
@doinbengal",,,1
Mandira Choudhury,@MandiraChoudhu3,2022-09-02T04:11:31.000Z,CM Mamata Banarjee parade to honor #UNESCO for #DurgaPuja culture. Colorful rally start from Jorasako to Red Road.,,,
Rasinath Tudu | রসিনাথ টুডু,@Rasinathtudu,2022-09-02T04:10:01.000Z,""" মানবতা বোধ, জাগ্রত হউক, বিবেকের তাড়নায় ""

বাড়িয়ে দিন সাহায্যের হাত

#letshelpyou 
#ClothDistribution 
#durgapuja 
#socialmedia 
#socialwork 
#poorpeople 
#Purulia
#viral",,1,
𝓼𝓪𝓷𝓴𝓪𝓻,@yansan,2022-09-02T02:52:25.000Z,"মা আসছেন
One more month to go 
#MaDurga #Durgapuja",,,4
Anwesha Sengupta,@thelankyhobbit,2022-09-02T02:49:31.000Z,"Historian Tapati Guha-Thakurta being felicitated by West Bengal CM Mamata Banerjee 

#UNESCO #IntangibleCulturalHeritage #DurgaPuja #Durgotsav",,,2
Shakti Pal,@ShaktiTMC,2022-09-02T02:44:41.000Z,"বাংলার #দুর্গাপুজো ইউনেস্কোর ‘শাশ্বত সাংস্কৃতিক ঐতিহ্য’র তালিকায় জায়গা করে নিয়েছে। তাই ইউনেস্কোকে ধন্যবাদ জানাতে আজ #রামপুরহাট শহর ও ১নং ব্লক জুড়ে সকল দুর্গাপুজো কমিটি দের নিয়ে শোভা যাত্রা।

#বাংলার_গর্বের_দিন।। 
#DurgaPuja...",,3,7
Shakti Pal,@ShaktiTMCP,2022-09-02T02:43:25.000Z,"বাংলার #দুর্গাপুজো ইউনেস্কোর ‘শাশ্বত সাংস্কৃতিক ঐতিহ্য’র তালিকায় জায়গা করে নিয়েছে। তাই ইউনেস্কোকে ধন্যবাদ জানাতে আজ #রামপুরহাট শহর ও ১নং ব্লক জুড়ে সকল দুর্গাপুজো কমিটি দের নিয়ে শোভা যাত্রা।

#বাংলার_গর্বের_দিন।। 
#DurgaPuja...",,1,11
The Telegraph,@ttindia,2022-09-02T02:31:00.000Z,"Thursday’s roadshow was a testament to the spirit of inclusiveness that makes Durga Puja more a social festival than a religious ritual
#DurgaPuja #UNESCO",3,1,11
Alok Gurung,@aitcalok,2022-09-02T02:30:17.000Z,"Bengal thanks 
@UNESCO
 for recognising #DurgaPuja in the List of the ‘Intangible Cultural Heritage of Humanity’
#UNESCO #Durgapuja2022 
#KhelaHobe",,,1
SaifuddinAITC,@SR_Tmc007,2022-09-02T02:23:42.000Z,"Tapati is Standing at #MamataBanerjee by Putting INK On BJP's FACE 

""BJP is FALSE Campaign in My Name, It's Not Right""
 
The Entire Bengal Especially Hon'ble CM 
@MamataOfficial
 is Behind the #UNESCOCulturalHeritage on #DurgaPuja in Bengal

SHAME ON 
@DrSukantaBJP
#TMCS",6,14,19
Timir Mukherjee,@NJBong,2022-09-02T00:20:12.000Z,"Replying to 
@abpanandatv",,,
Timir Mukherjee,@NJBong,2022-09-02T00:14:10.000Z,"#WestBengal #Kolkata #TMC #Tripura #BJP #Assam #Maharastra #India #Bangladesh #UttarPradesh #SSCScamWB #ArpitaMukherjee #BanglarGorboMamata #ParthaChatterjee #AnubrataMandal #MamataBanerjee 
#kolkatatv #DurgaPujo #DurgaPuja 

বেগম তো দূর্গা পূজোর ভাষানও বন্ধ করে দিয়েছিলেন ",,2,1
R Jagadish Kumar,@rjagadishy,2022-09-02T00:13:56.000Z,"Replying to 
@ANI",,,
Newsz Now,@NewszNow,2022-09-02T00:08:45.000Z,"অপেক্ষার আর ২৮ দিন 
 
#Durgapuja2022 #durgapujaspecial #durgapuja #kolkata #durgapujakolkata #NewszNow #maaaschen",,4,8
Hindustan Times,@htTweets,2022-09-02T00:00:00.000Z,The grand rally organised by the Mamata Banerjee-led West Bengal administration to thank #UNESCO for giving #DurgaPuja the heritage tag has drawn a pat on the back from the world agency.,1,,5
Timir Mukherjee,@NJBong,2022-09-01T23:53:44.000Z,"Replying to 
@BanglaRepublic",,1,1
SUMAN KALINDI JHARGRAM,@KLNdISMN1,2022-09-01T23:37:05.000Z,"Bengal thanks 
@UNESCO
 for recognising #DurgaPuja in the List of the ‘Intangible Cultural Heritage of Humanity’
#UNESCO #Durgapuja2022 
#KhelaHobe",,,
Pankaj Tripathi,@Pankajchinu,2022-09-01T20:00:39.000Z,"She is professor Tapti Guha Thakurta, Director Center for Studies in Social Sciences. It was Thakurta's research work that paved way for #UNESCO recognition for #DurgaPuja. #MamataBanerjee & her government has no role in this. 
@MamataOfficial",,1,1
R a h u l,@Rahul_Speak,2022-09-01T19:59:03.000Z,"দুর্গাপুজোকে সাংস্কৃতিক ঐতিহ্যের তালিকায় যুক্ত করার জন্য ইউনেস্কোকে ধন্যবাদ জানিয়ে শহরব্যাপী পালিত হল শারদযাত্রা।  

#BanglarGorboMamata #Didi #Celebration #Kolkata #DurgaPuja #UNESCO",,3,11
Trinamool Supporters,@TMC_Supporters,2022-09-01T19:51:36.000Z,"Durga Puja Cultural Heritage: ‘মুখ্যমন্ত্রী কৃতিত্ব চুরি করেছেন বলা ভুল’, সুকান্তর অভিযোগ খণ্ডন করলেন গবেষিকা -
এ দিন পদযাত্রা থেকে রেডরোডের অনুষ্ঠানে হাজির ছিলেন গবেষিকা তপতী। তাঁর সঙ্গে সৌজন্য বিনিময় করতেও দেখা যায় মমতাকে।
#DurgaPuja #UNESCO #TMCS",1,13,24
Amitava Ray,@amitavasomu,2022-09-01T19:50:51.000Z,"রেড রোডে পুজোর উৎসবে দিদির পাশে দাদা, ইউনেসকো সদস্যদের বললেন, ‘শহরের আতিথেয়তা উপভোগ করুন’

Sourav Ganguly sits behind Mamata Banerjee in Red road .

https://anandabazar.com/west-bengal/sourav-ganguly-sits-behind-mamata-banerjee-in-red-road-dgtl/cid/1366985…
@MamataOfficial
 @SGanguly99
#DurgaPuja #UNESCO #WestBengal",,,1
ASK Group,@ASKGroupLLC,2022-09-01T19:25:49.000Z,"Replying to 
@MamataOfficial",,,
EAST BENGAL News Analysis,@QEBNA,2022-09-01T18:59:54.000Z,Sensible words on #UNESCO #DurgaPuja,,,2
Suvendu Sarkar (AITC)Tamluk,@Suvendu55764741,2022-09-01T18:53:46.000Z,"কলকাতার দুর্গাপূজা তথা পঃবঙ্গে'র দূর্গাপূজাকে UNESCO-র তালিকায় অন্তর্ভুক্তির স্বীকৃতিতে আমরা সমগ্র বঙ্গবাসী গর্বিত।

মুখ্যমন্ত্রী #MamataBanerjee এর অনুপ্রেরণায় ইউনেস্কো কে অভিনন্দন জানাতে কলকাতা সহ পঃবঙ্গে'র সর্বত্র ""বর্ণাঢ্য পদযাত্রা"" ও ""সাংস্কৃতিক অনুষ্ঠান""

#durgapuja",,,1
TV9 Bangla,@Tv9_Bangla,2022-09-01T18:26:29.000Z,"পুজোর আগে সস্তায় ট্যুর প্যাকেজের ঘোষণা রেলের! এই মাসের অফার দেখলে চোখ উঠবে কপালে

#DurgaPuja | #Tour",,,
JAGARAN,@jagarandaily,2022-09-01T18:24:05.000Z,Durga Puja:রাজ্যের জেলায় জেলায় দুর্গাপুজোর আন্তর্জাতিক স্বীকৃতির শোভাযাত্রা। https://jagarantripura.com/2022/09/01/international-recognition-processions-of-durga-puja-in-the-districts-of-the-state/… #DurgaPuja,,,
Citizen Anirban Bhattacharya,@Anirban_AITC,2022-09-01T18:20:36.000Z,"#UNESCOCulturalHeritage #DurgaPuja 
@MamataOfficial",1,,4
What WEST BENGAL Thinks TODAY,@WhatBengalThink,2022-09-01T18:10:25.000Z,"যে মানুষটির নেপথ্যে, অক্লান্ত পরিশ্রমের ফলস্বরূপ আজ দূর্গোৎসব ইউনেস্কোর “সাংস্কৃতিক ঐতিহ্য”-র স্বীকৃতি পেয়েছে তিনি হলেন কলকাতার গবেষক তপতী গুহ ঠাকুরতা। #UNESCO #Kolkata #DurgaPuja #WorldHeritage #ModiGovt #Tapati_Guha_Thakurta #MinistryOfCulture #GovernmentOfIndia #WestBengal",1,23,70
Srijit Ghosh,@SrijitG28934940,2022-09-01T18:08:51.000Z,"বাংলার দুর্গাপুজো ইউনেস্কোর ‘শাশ্বত সাংস্কৃতিক ঐতিহ্য’র তালিকায় জায়গা করে নিয়েছে। তাই ইউনেস্কোকে ধন্যবাদ জানাতে আজ শহরজুড়ে মিছিল করতে চলেছে রাজ্য সরকার।

ধন্যবাদ ইউনেস্কো। আজ বাংলার গর্বের দিন।। 

#DurgaPuja #KhelaHobe",,,
AmritoBazar,@amritobazar,2022-09-01T18:07:11.000Z,রেডরোডের মঞ্চ থেকে ইউনেস্কোর প্রতিনিধিদের সম্মাননা জ্ঞাপন #UNESCO #DurgaPuja,,,
Amit Modak,@amitmod68022395,2022-09-01T18:06:43.000Z,"দুর্গাপুজোকে সাংস্কৃতিক ঐতিহ্যের তালিকায় যুক্ত করার জন্য ইউনেস্কোকে ধন্যবাদ জানিয়ে শহরব্যাপী পালিত হল শারদযাত্রা।  

#BanglarGorboMamata #Didi #Celebration #Kolkata #DurgaPuja #UNESCO",,,
Pathikrit Maity,@PathikritMaity,2022-09-01T17:56:58.000Z,"বাংলার দুর্গাপুজো ইউনেস্কোর ‘শাশ্বত সাংস্কৃতিক ঐতিহ্য’র তালিকায় জায়গা করে নিয়েছে। তাই ইউনেস্কোকে ধন্যবাদ জানাতে আজ শহরজুড়ে মিছিল করতে চলেছে রাজ্য সরকার।

ধন্যবাদ ইউনেস্কো। আজ বাংলার গর্বের দিন।। 
@UNESCO
 @MamataOfficial
#KhelaHobe #DurgaPuja",,,
Dr.Indranil Khan ডাঃ ইন্দ্রনীল খাঁন,@IndranilKhan,2022-09-01T17:46:32.000Z,"Truth cant be hidden under the veil of Political Rhetoric.

Res ipsa loquitur. Facts speak for themselves & in this case, a letter dt 27.2.19 from Govt of West Bengal to Govt of India exposes the FALSE claim of WB CM as regards UNESCO’s recognition of #DurgaPuja as #WorldHeritage",2,11,45
Bibek kr (AITC),@Bibekan49895901,2022-09-01T17:45:20.000Z,"ধন্যবাদ ইউনেস্কো!

#BanglarGorboMamata #celebration #IntangibleCulturalHeritage #unesco #DurgaPuja",,,
India Blooms,@indiablooms,2022-09-01T17:43:17.000Z,"Nusrat Jahan reveals her Durga Puja plans. Don't miss it | Indiablooms - First Portal on Digital News Management https://indiablooms.com/showbiz-details/T/16095/nusrat-jahan-reveals-her-durga-puja-plans-don-t-miss-it.html… 
#NusratJahan #DurgaPuja #LatinQuarters 
@nusratchirps
 @latinquarters",,,
IANS,@ians_india,2022-09-01T17:37:44.000Z,"A grand tableau rally in #Kolkata and mini rallies in the district headquarters organised by the state government on Thursday to celebrate the #UNESCO (
@UNESCO
) cultural heritage tag for #DurgaPuja has set the ball rolling for the annual festivity.",,,2
IANS,@ians_india,2022-09-01T17:37:42.000Z,"#DurgaPuja celebrations started early in #WestBengal this year, a month ahead of the Puja schedule.",2,1,6
KRISHNA BAURI,@KRISHNA11537759,2022-09-01T17:20:26.000Z,"কলকাতার দুর্গাপূজা UNESCO-র ইনট্যানজিবল কালচারাল হেরিটেজ অফ হিউম্যানিটির তালিকায় অন্তর্ভুক্তির স্বীকৃতিতে আমরা সমগ্র বঙ্গবাসী গর্বিত।

#durgapuja  #intangibleculturalheritage #unescoworldheritage
#KetugramAssemblyITCell
#SocialMediaofKetugramAssembly",,1,1
Ay@n Gh@sh,Ay@n Gh@sh,2022-09-01T17:18:28.000Z,Thanks to #UNESCO who have placed #Kolkata #DurgaPuja in Intangible Cultural Heritage of Humanity List.,,,1
Abu Saker Jamader,@JamaderSaker,2022-09-01T17:14:45.000Z,"The Hon’ble CM of WB, Ms. 
@MamataOfficial
 wholeheartedly thanks the 
@UNESCO
 for recognizing Durga Puja as an Intangible Cultural Heritage.

#DurgaPuja is an emotion in Bengal, which feeds millions of people involved with it & brings unity across all religions.",,,
Biswajit Prasad,@biswajit9154,2022-09-01T17:11:42.000Z,"#Pictureperfect of the day.
Today's at the celebration day #UNESCO declares ""#DurgaPuja of Kolkata"" intangible #CulturalHeritage Prof.Guha-Thakurta, eminent Historian and frm director of 
@CSSSCal
 facilitated by Didi for the making of a final dossier of Durga puja in Kolkata.",,,3
Dr Gautam Ghosh,@_DrGautamGhosh,2022-09-01T17:11:18.000Z,"Will this DURGA PUJA  have  any theme depicting the extent of Corruption in Bengal 

Will #DURGAPUJA 2022 end the #CORRUPTION in BENGAL and make the poor SMILE ?
@UNESCO
 , 
@abpanandatv
, 
@ZeeNews
@CNNnews18
, 
@ANI
 , 
@republic
 #Durgapuja2022 
#CulturalHeritage  #UNESCO ,
#sscscam",,2,2
𝐑𝐢𝐣𝐮 𝐃𝐮𝐭𝐭𝐚,@DrRijuDutta_TMC,2022-09-01T17:10:10.000Z,"The Hon’ble CM of WB, Ms. 
@MamataOfficial
 wholeheartedly thanks the UNESCO for recognizing Durga Puja as an Intangible Cultural Heritage.

#DurgaPuja is an emotion in Bengal, which feeds millions of people involved with it & brings unity across all religions.
দুগ্গা দুগ্গা ",15,93,162
Biswajit Pradhan,@BiswsjitPradhan,2022-09-01T17:09:39.000Z,". 
@UNESCO
 কে ধন্যবাদ জানিয়ে আজ জোড়াসাঁকো থেকে রেড রোড পর্যন্ত মিছিল। দলমত নির্বিশেষে বাঙালির শ্রেষ্ঠ উৎসব কে বিশ্ব মঞ্চে সন্মানিত করার জন্যে ইউনেস্কো কে ধন্যবাদ জানাতে এই মিছিলে দলে দলে যোগ দিন। 
@MamataOfficial
 

#DurgaPuja 
#FAM4TMC",,1,
Madan Mitra| মদন মিত্র,@madanmitraoff,2022-09-01T17:03:38.000Z,"বাংলার দুর্গাপুজো ইউনেস্কোর ‘শাশ্বত সাংস্কৃতিক ঐতিহ্য’র তালিকায় জায়গা করে নিয়েছে। তাই ইউনেস্কোকে ধন্যবাদ জানাতে আজ কামারহাটি বিধানসভার পার্ক দুর্গোৎসবের ঐতিহাসিক মুহূর্ত।

ধন্যবাদ ইউনেস্কো। আজ বাংলার গর্বের দিন।। 

#DurgaPuja",3,21,86
ARMAAL matters the most,@SwetaArmaanian,2022-09-01T17:02:28.000Z,"Want an #ArmaanMalikLive at Kolkata in this #DurgaPuja 
Please......",,,4
Khabar365din,@khabar365din,2022-09-01T16:57:55.000Z,"#365DinUpdate #1September #Bulletin #9PM #Khabar365Din #Breaking #UNESCO #durgapuja
Website - http://khabar365din.in
Pdf Link - https://drive.google.com/file/d/1-Sg6op-b9hJNkzCafPsD_-IW3NqVt9qe/view?usp=sharing…",,,3
𝐍𝐀𝐌𝐈𝐓𝐀 𝐒𝐀𝐇𝐀,@MLA_NamitaSaha,2022-09-01T16:53:08.000Z,"বাঙালির শ্রেষ্ঠ উৎসব দুর্গাপূজা ইউনেস্কো-র হেরিটেজ তালিকায় অন্তর্ভুক্তির স্বীকৃতিতে বর্ণাঢ্য পদযাত্রা 
ডায়মন্ড হারবার রাজপথে ও সংস্কৃতিক অনুষ্ঠানে । 
আমারা গর্বিত, দেশ গর্বিত, বিশ্ব গর্বিত
Thanks 
@UNESCO
 
Thanks Didi 
@MamataOfficial
 
#DurgaPuja",,,
#BanglaOBengali #BanglaOBengaliVoice,@BanglaOBengali,2022-09-01T16:49:13.000Z,"'মুখ্যমন্ত্রী কৃতিত্ব চুরি করেছেন বলা ভুল"", সুকান্তর অভিযোগ খণ্ডন করলেন গবেষিকা তপতি গুহ ঠাকুরতা। এ দিন পদযাত্রা থেকে রেডরোডের অনুষ্ঠানে হাজির ছিলেন গবেষিকা তপতী। তাঁর সঙ্গে সৌজন্য বিনিময় করতেও দেখা যায় মমতাকে। এবিপি আনন্দ ০১|০৯|২০২২ ৬:৫৩ পিএম #DurgaPuja",,,4
Khela Hobe,@KhelaHobe2024,2022-09-01T16:47:41.000Z,"Bengal thanks 
@UNESCO
 for recognising #DurgaPuja in the List of the ‘Intangible Cultural Heritage of Humanity’
#UNESCO #Durgapuja2022 
#KhelaHobe",47,188,184
dssfashion,@dssfashion0255,2022-09-01T16:47:33.000Z,"Puja holiday Kids T-shirt 
0-3months to 4-6years
100%cotton
Price 399 free shipping all over India 
.
.
.
.
.
.
.
#followers #likeforlikes #explorepage #tshirtshop #onlinestore #kidswear #festival #durgapuja",,,
Barnali Barui (Rakhi),@barnalimy,2022-09-01T16:46:46.000Z,"বিশ্বের দরবারে তিলোত্তমা 
জয় মা দুর্গা ....

আমরা বাঙালি হিসেবে গর্বিত 
হৃদয় জুড়ে আছো মাগো থাকো বিশ্বজুড়ে 

আমরা গর্বিত 
দেশ গর্বিত 
বিশ্ব গর্বিত 

ধন্যবাদ UNESCO 
বাংলার গর্বের 
#Durgapuja",2,3,5
Souvik Dhara,@souvikdhara434,2022-09-01T16:41:27.000Z,"আমরা আজ ১ সেপ্টেম্বর গর্বের সঙ্গে মিছিল করব’ দুর্গাপুজোর আগে মিছিল নিয়ে জানালেন মমতা বন্দ্যোপাধ্যায়.
@MamataOfficial
 
#DurgaPuja #WestBengal  #UNESCO #Haritage #TMCS",,,
India Blooms,@indiablooms,2022-09-01T16:30:00.000Z,"Mamata Banerjee honours UNESCO's Durga Puja tag with grand rally in Kolkata's heartland celebrating hues of Bengali culture | Indiablooms - First Portal on Digital News Management https://indiablooms.com/life-details/AC/6731/mamata-banerjee-honours-unesco-s-durga-puja-tag-with-grand-rally-in-kolkata-s-heartland-celebrating-hues-of-bengali-culture.html… 
#DurgaPuja, #MamataBanerjee, #Unesco, #UnescoTag, #Rally",,,
SAMIR BISWAS,@SAMIRtm83,2022-09-01T16:26:12.000Z,"দিদি ও দাদা ... 
আমরা গর্বিত। 
#DurgaPuja #WestBengal #UNESCO 
@MamataOfficial
@SGanguly99
@abhishekaitc
@AITCofficial",,2,4
Areetra Dasgupta,@AreetraDasgupta,2022-09-01T16:21:47.000Z,"#DurgaPuja is an emotion that rises above parochial barriers and brings us together,unites the magnificence of art with spirituality. 
We thank #UNESCO for recognising it as an intangible cultural heritage honouring the labour of love of everyone involved.
@MamataOfficial
#TMCS",,,
Areetra Dasgupta,@AreetraDasgupta,2022-09-01T16:19:46.000Z,"Kolkata Puja organisers ready for september 1 rally.
 ইউনেস্কোর ইনট্যানজিবল কালচারাল হেরিটেজ অব হিউম্যানিটি অংশে। এই স্বীকৃতিস্বরূপ ধন্যবাদ জানাতে ১ সেপ্টেম্বর প্রাক্‌ পুজো মিছিলের ঘোষণা করেছিলেন মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায়। 

#DurgaPuja #TMCS 
 http://anandabazar.com/west-bengal/ko…",,,
Newsz Now,@NewszNow,2022-09-01T16:11:14.000Z,"তপতী গুহঠাকুরতার কথায় নস্যাৎ সিপিএম আর বিজেপির নাটক, দেখুন ভিডিও 

Tapati Guaha Thakurta's comments effectively refute all the controversies created by CPI(M) and #BJP

#CPM #UNESCO #DurgaPuja #NewszNow",,6,9
Ashok Kumar Tiwary,@aktiwarypr,2022-09-01T16:05:42.000Z,"Why mini ? Full #NRC needed because #Nehru didn’t issue #CitizenshipCard to Indian which led to infiltration of foreign nationals in large number. 
To flush out them, #India need to carry out a massive exercise. 
@INCIndia
 @asadowaisi
 @AmitShah
 
#ShameOnNDTV #DurgaPuja #BJP",,,1
Baby Singh,@BabySingh99,2022-09-01T16:04:01.000Z,"Thank You 
@UNESCO
आज 
@MamataOfficial
 #UNESCOCulturalHeritage के सम्मान से बंगाल को गौरवान्वित किया.
@SGanguly99
 बोले
""मैंने दुनिया के कई देशों की यात्रा की है कई त्योहारों को अपनी आंखों से देखा है,लेकिन मैं बंगाल में #DurgaPuja
देखने के लिए कहूंगा,यह धरती का सबसे बड़ा त्योहार है""",,3,5
DOINBENGAL,@doinbengal,2022-09-01T16:02:21.000Z,Dr.#TapatiGuhaThakurta’s clarification comes at an opportune moment to build a larger solidarity and recognition for #MamataBanerjee’s leadership to bring everyone come together as we reach back to hallowed antiquity of our glorious #culture of #DurgaPuja.,1,2,5
Sangbad Pratidin,@SangbadPratidin,2022-09-01T16:01:30.000Z,"'উনি হাঁটবেন বলে রাস্তা বন্ধ হয়ে গেল, আমজনতার অসুবিধা', মন্তব্য সেলিমের।

#DurgaPuja #MamataBanerjee #SangbadPratidin",,,3
My.Kolkata,@TT_My_Kolkata,2022-09-01T16:00:01.000Z,"Gear up for the Art Cart’s pop-up sale Flea-कर this weekend!

#PopUp #Exhibition #Shopping #PujaEdit #DurgaPuja #DurgaPuja2022 #PujaShopping #Sale #SmallBusiness #HomegrownBrands #ShopLocal #Kolkata #MyKolkata #TheTelegraph",,1,
Bhatakti Atma,@sampad84,2022-09-01T15:40:38.000Z,"#Durgapujo is a listed Festival in #UNESCO  under intangible cultural heritage. It is also the largest Festival in Eastern hemisphere.
Proud to be a #bengali
আমি গর্বিত বাঙালি, আমি জন্ম-জন্মান্তরে বাঙালি হয়েই জন্মাতে চাই
#DurgaPuja 
#bangali",,1,2
ChitroLab,@ChitroLab,2022-09-01T15:36:46.000Z,"Kolkata’s Durga Puja was officially recognised by UNESCO, which inscribed Bengal’s biggest festival on its Representative List of the Intangible Cultural Heritage of Humanity by Historian Tapati Guha Thakurta,

 #india #research #kolkata #worldheritage #durgapuja
#chitrolab",,,1
Zee Business,@ZeeBusiness,2022-09-01T15:35:58.000Z,"कोलकाता की दुर्गा पूजा की खासियत देखते यूनेस्को ने 15 दिसंबर बुधवार को कोलकाता के दुर्गा पूजा उत्सव को सांस्कृतिक विरासत का दर्जा दिया है

#UNESCO | #UNESCOCulturalHeritage | #DurgaPuja | #mamatabanerjeecabinetreshuffle",,2,49
DOINBENGAL,@doinbengal,2022-09-01T15:35:28.000Z,"Let’s  everyone who’ve contributed in making our #DurgaPuja acquire 
@UNESCO
’s  ‘intangible cultural #heritage’ tag.

Do  about its economic impact: 
http://britishcouncil.in/sites/default/files/mapping_the_creative_economy_around_durga_puja_sept_2021.pdf…

#TapatiGuhaThakurta
#MamataBanerjee
@dcfrombc
 @BritishCouncil
 #culture
@FirhadHakim
 @SobhandebChatt1",1,8,6
TV9 Bangla,@Tv9_Bangla,2022-09-01T15:30:42.000Z,"শোভাযাত্রায় শারদ সূচনা, ইউনেস্কোকে সম্মানজ্ঞাপন অনুষ্ঠানের কিছু মুহূর্ত

#DurgaPuja | #Durgapuja2022",,,
राष्ट्रवादी पार्टी ऑफ इंडिया / RPI,@RPIindia,2022-09-01T15:30:32.000Z,"We thank #UNESCO for Recognising #DurgaPuja as an intangible world heritage.
           सनातन धर्म युगे युगे 
@UNESCO",,6,16
Debabrata Sain,@Debusain,2022-09-01T15:10:49.000Z,"আজ দুর্গাপুর ২৩নং ওয়ার্ড তৃণমূল কংগ্রেসের পরিচালনায়,
মাননীয়া মুখ্যমন্ত্রী 
@MamataOfficial
 এর ঐকান্তিক প্রচেষ্টায় বাংলার দুর্গোৎসব UNESCO দ্বারা হেরিটেজ স্বীকৃতিতে আমরা গর্বিত।।
ধন্যবাদ #UNESCO
#DurgaPuja #WorldHeritage #MamataBanerjee #Bangla #B2DurgaPuja #DebabrataSain #DS",,,
Chandrima Pal,@captainblubear,2022-09-01T14:59:31.000Z,"One of Bengal’s finest visual artists, Sanatan Dinda recreates Vincent Van Gogh’s The Starry Night for a #DurgaPuja pandal this year. The art brings together aesthetics of The Starry Night and Rabindranath Tagore’s Aakash Bhora Surjo Tara.",,,1
Hindustan Times,@htTweets,2022-09-01T14:57:35.000Z,The grand rally organised by the Mamata Banerjee-led West Bengal administration to thank #UNESCO for giving #DurgaPuja the heritage tag has drawn a pat on the back from the world agency.,3,3,36
asomiyapratidin,@pratidinasomiya,2022-09-01T14:53:28.000Z,"বৃহত্তৰ অম্বিকাগিৰী নগৰৰ দুৰ্গা পূজাৰ স্মৃতিগ্ৰন্থৰ বাবে লেখাৰ আহ্বান… 

#assam #durgapuja #ambikagirinagar",,,2
এপার ওপার বাংলা,@EparOparBangla,2022-09-01T14:50:22.000Z,"https://bengali.nenow.in/westbengal/sourav-ganguli-shares-views-about-durga-puja-in-west-bengal/…
#DurgaPuja",,,
Mijanur Rahaman,@Meejan_AITC,2022-09-01T14:49:20.000Z,"Proud Moment..
@UNESCO
#DurgaPuja
@AITCofficial
@MamataOfficial",,1,2
Debarati Mukherjee,@debarati123,2022-09-01T14:48:33.000Z,"উত্তর কলকাতার অলি গলি থেকে অপু দুর্গার কাশবন, এবার পুজো নস্টালজিয়ার
Currently the Two Bestsellers
Handpainted T-shirts
#tshirt #DurgaPuja #entrepreneur #startup #art #painting",,2,5
DD Bangla News,@DDBanglaNews,2022-09-01T14:25:40.000Z,"দুর্গোৎসবের সাথে বহু মানুষের রুটি-রুজির বিষয় জড়িয়ে রয়েছে, ইউনেস্কোকে ধন্যবাদ জ্ঞাপনের অনুষ্ঠানে বললেন মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায়। 

#DurgaPuja #UNESCO #MamataBanerjee",,,3
EAST BENGAL News Analysis,@QEBNA,2022-09-01T14:24:48.000Z,Random pic - #RemoveATK on the way to #UNESCO #DurgaPuja Mega Rally event.,1,,10
Bengaluru Sreehatta Sammelani,@sreehatta,2022-09-01T14:22:23.000Z,This #bssdurgamahotsav2022 let's get serenaded by some enchanting performances #bssdurgapuja2022 #durgapuja #k #storiesofdurgapuja #bangaloredurgapuja #durgapujapune #durgapujacelebrations #northbombaydurgapuja #durgapujadays #thanedurgapuja #durgapujaspecial #durgapujadiaries,,3,3
Phoenix The FireBird,@Andec_Tanker,2022-09-01T14:21:15.000Z,"The real reason why #UNESCO declared #DurgaPuja as a heritage event.
(Look at the face of the idol carefully.)",,2,1
Moloy Ghatak,@GhatakMoloy,2022-09-01T14:19:46.000Z,"Today at Asansol to thank 
@UNESCO
 through a mass rally for inducting our Emotion, our Pride, our Identity, our Culture #Durgapuja in the World Intangible Cultural Heritage List.

Also thanks to our CM 
@MamataOfficial
 for taking the initiative for its inclusion.

#ThankYouUNESCO",6,31,92
EAST BENGAL News Analysis,@QEBNA,2022-09-01T14:18:00.000Z,Football - at #UNESCO #DurgaPuja Mega Rally event.,,,8
